neighbourhood_cleansed,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bathrooms_shared,logprice
I Centro Storico,12.456620270315463,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.867534450455582
I Centro Storico,12.476505,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.976733742420574
I Centro Storico,12.476723973344756,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,False,6.606650186198215
I Centro Storico,12.4750867,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.47232,Entire rental unit,Entire home/apt,8,2.5,4.0,4.0,False,6.71901315438526
I Centro Storico,12.471614107489586,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.262690188904886
I Centro Storico,12.46584,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.8522024797744745
I Centro Storico,12.47302751781232,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.897839799950911
I Centro Storico,12.478507965617004,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.543294782270004
I Centro Storico,12.502750262565602,Entire condo,Entire home/apt,4,1.0,1.0,3.0,False,4.736198448394496
II Parioli/Nomentano,12.498960309524795,Entire rental unit,Entire home/apt,12,3.0,5.0,5.0,False,5.808142489980444
II Parioli/Nomentano,12.519895643789951,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.174387269895637
VII San Giovanni/Cinecittà,12.559831430993162,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.10594547390058
I Centro Storico,12.47088,Entire home,Entire home/apt,5,1.0,1.0,2.0,False,5.187385805840755
I Centro Storico,12.49939873163984,Room in hotel,Private room,2,1.0,1.0,1.0,False,4.584967478670571
I Centro Storico,12.4603374,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,False,5.6594822157596205
XII Monte Verde,12.46677,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,5.0238805208462765
I Centro Storico,12.45351,Entire loft,Entire home/apt,4,1.0,1.0,2.0,False,4.962844630259907
I Centro Storico,12.467854,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.549076084895219
I Centro Storico,12.4748548,Entire loft,Entire home/apt,5,1.0,0.0,3.0,False,4.605170185988091
XIII Aurelia,12.42845767630528,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,False,4.976733742420574
I Centro Storico,12.46175,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.61512051684126
I Centro Storico,12.50170581374595,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,4.330733340286331
I Centro Storico,12.48569368537042,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,False,5.937536205082426
I Centro Storico,12.47229,Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,False,4.867534450455582
I Centro Storico,12.4536951,Entire rental unit,Entire home/apt,10,4.0,4.0,6.0,False,6.466144724237619
I Centro Storico,12.4536951,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,True,5.049856007249537
I Centro Storico,12.4817,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.718498871295094
I Centro Storico,12.44613,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,False,4.584967478670571
X Ostia/Acilia,12.273746691818245,Entire home,Entire home/apt,4,2.0,1.0,0.0,False,4.605170185988091
XIV Monte Mario,12.44154,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.418840607796597
XV Cassia/Flaminia,12.48456,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,7.677400430514807
I Centro Storico,12.472414,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.852030263919617
I Centro Storico,12.472841283701037,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.955837369464831
I Centro Storico,12.5013031,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,4.442651256490317
II Parioli/Nomentano,12.4734229,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.882801922586371
I Centro Storico,12.451597388645103,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.59511985013459
XIII Aurelia,12.4360082,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,False,5.1179938124167546
XIII Aurelia,12.4275604,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.543294782270004
I Centro Storico,12.468527555465698,Entire rental unit,Entire home/apt,2,2.5,1.0,1.0,False,5.075173815233827
I Centro Storico,12.4759,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.61512051684126
XIII Aurelia,12.4411391,Entire condo,Entire home/apt,4,1.0,1.0,4.0,False,4.174387269895637
V Prenestino/Centocelle,12.6128339,Entire home,Entire home/apt,9,3.0,4.0,9.0,False,5.605802066295997
I Centro Storico,12.489843714881792,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,5.220355825078324
I Centro Storico,12.46965151577967,Entire rental unit,Entire home/apt,5,2.5,2.0,3.0,False,5.6594822157596205
V Prenestino/Centocelle,12.5428079,Entire condo,Entire home/apt,3,1.0,1.0,1.0,False,4.31748811353631
VII San Giovanni/Cinecittà,12.5111136585474,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.867534450455582
III Monte Sacro,12.5170337,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,4.499809670330265
V Prenestino/Centocelle,12.53544,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.48863636973214
I Centro Storico,12.4602457,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.941642422609304
XII Monte Verde,12.4557851,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.634728988229636
I Centro Storico,12.5020428,Entire condo,Entire home/apt,4,2.0,2.0,4.0,False,4.867534450455582
XIII Aurelia,12.45304,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.890349128221754
V Prenestino/Centocelle,12.569480094442769,Private room in rental unit,Private room,3,1.0,1.0,2.0,True,3.6888794541139363
XIII Aurelia,12.451127730309963,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.663439094112067
I Centro Storico,12.467106214166863,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,False,5.036952602413629
I Centro Storico,12.5052921,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.969813299576001
XIII Aurelia,12.4568126,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.718498871295094
I Centro Storico,12.475777208147282,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.74493212836325
I Centro Storico,12.5000565,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,False,5.991464547107982
I Centro Storico,12.46947,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.897839799950911
I Centro Storico,12.4626139,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,False,5.087596335232384
I Centro Storico,12.470591912016037,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,5.3471075307174685
I Centro Storico,12.471810158999652,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.560681631015528
I Centro Storico,12.46785,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.272999558563747
I Centro Storico,12.4879754,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,False,6.144185634125646
VII San Giovanni/Cinecittà,12.537546076094651,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,4.31748811353631
XIII Aurelia,12.424852611095842,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,5.0689042022202315
VII San Giovanni/Cinecittà,12.5954,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.382026634673881
I Centro Storico,12.4894439,Entire rental unit,Entire home/apt,8,3.0,4.0,4.0,False,6.061456918928017
I Centro Storico,12.44978128467094,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,5.25227342804663
I Centro Storico,12.47724799839408,Entire condo,Entire home/apt,6,1.0,2.0,0.0,False,4.736198448394496
I Centro Storico,12.46651,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.804021044733257
VI Roma delle Torri,12.6543124,Private room in rental unit,Private room,1,1.0,1.0,1.0,True,3.2188758248682006
I Centro Storico,12.474851482273271,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.484796933490655
III Monte Sacro,12.527814576721209,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,4.31748811353631
IX Eur,12.530813325964983,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.025351690735149
I Centro Storico,12.4726113858791,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,False,4.812184355372417
I Centro Storico,12.47172,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.976733742420574
IV Tiburtina,12.56712,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.477336814478206
I Centro Storico,12.486827289583452,Entire rental unit,Entire home/apt,12,2.0,4.0,6.0,False,6.44413125670044
I Centro Storico,12.45468657616097,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.919980925828125
XII Monte Verde,12.4606967,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,False,5.298317366548036
XI Arvalia/Portuense,12.416908,Entire vacation home,Entire home/apt,6,1.5,2.0,5.0,False,5.298317366548036
VII San Giovanni/Cinecittà,12.508527257778724,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,False,4.543294782270004
I Centro Storico,12.483223811639386,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.337538079701318
XI Arvalia/Portuense,12.458675801753996,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.0943445622221
I Centro Storico,12.456402593528187,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.762173934797756
I Centro Storico,12.499319262763784,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,4.762173934797756
VII San Giovanni/Cinecittà,12.504011994894958,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,False,4.795790545596741
I Centro Storico,12.475253218481646,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,False,5.560681631015528
VII San Giovanni/Cinecittà,12.5168013,Entire rental unit,Entire home/apt,8,2.0,3.0,3.0,False,5.327876168789581
I Centro Storico,12.4719946,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.9126548857360515
I Centro Storico,12.470929323085118,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.298317366548036
I Centro Storico,12.4868501,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,5.739792912179234
I Centro Storico,12.4775953,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,False,5.075173815233827
I Centro Storico,12.49759694245788,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.820281565605037
VII San Giovanni/Cinecittà,12.5192129539673,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,False,4.553876891600541
XIV Monte Mario,12.4188441,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.499809670330265
II Parioli/Nomentano,12.51897,Entire condo,Entire home/apt,6,2.0,2.0,3.0,False,5.099866427824198
X Ostia/Acilia,12.36921,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,False,5.135798437050261
VII San Giovanni/Cinecittà,12.513569929111965,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.298317366548036
I Centro Storico,12.456861720237711,Entire rental unit,Entire home/apt,7,2.0,4.0,5.0,False,5.902633333401366
I Centro Storico,12.4824248,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,6.786716950605081
I Centro Storico,12.45293,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.672828834461906
II Parioli/Nomentano,12.515983872676344,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,4.9126548857360515
XII Monte Verde,12.446998772388726,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.61512051684126
II Parioli/Nomentano,12.462497288360597,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.543294782270004
I Centro Storico,12.4758881,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,False,5.323009979138408
XIII Aurelia,12.4494997,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,4.5217885770490405
I Centro Storico,12.4758881,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.477336814478206
II Parioli/Nomentano,12.52820442801244,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.48863636973214
I Centro Storico,12.47991,Room in hotel,Private room,4,1.0,1.0,4.0,False,5.062595033026967
V Prenestino/Centocelle,12.547306681168925,Entire home,Entire home/apt,6,1.0,2.0,3.0,False,4.290459441148391
I Centro Storico,12.5030686,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.4646902,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.941642422609304
XV Cassia/Flaminia,12.4517421,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.351858133476067
I Centro Storico,12.5052703,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.31748811353631
I Centro Storico,12.493468347106594,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,False,5.455321115357701
I Centro Storico,12.456250576619944,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,4.6913478822291435
I Centro Storico,12.47012,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,5.556828061699537
V Prenestino/Centocelle,12.5655866,Private room in rental unit,Private room,2,1.5,2.0,2.0,True,3.5553480614894135
I Centro Storico,12.49226340422973,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,False,5.828945617610207
I Centro Storico,12.501887371583036,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.418840607796597
I Centro Storico,12.47193,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,5.802118375377063
X Ostia/Acilia,12.28292,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,3.8712010109078907
XV Cassia/Flaminia,12.4714183062315,Private room in casa particular,Private room,2,1.0,1.0,1.0,False,3.912023005428146
XI Arvalia/Portuense,12.4659048,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,4.499809670330265
I Centro Storico,12.4753202,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.860786223465865
V Prenestino/Centocelle,12.5360306,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.564348191467836
VII San Giovanni/Cinecittà,12.56332,Room in hotel,Private room,2,1.0,1.0,1.0,False,4.709530201312334
XIV Monte Mario,12.4423119,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,False,4.553876891600541
XIII Aurelia,12.421047699014546,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.59511985013459
I Centro Storico,12.47358,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.543294782270004
XIII Aurelia,12.4405705,Entire condo,Entire home/apt,5,1.0,1.0,1.0,False,4.406719247264253
I Centro Storico,12.5037785,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.394449154672438
I Centro Storico,12.461416,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,False,5.41610040220442
I Centro Storico,12.464239129982,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.723585101952381
I Centro Storico,12.462548183233096,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.61512051684126
XIII Aurelia,12.4534869,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.709530201312334
I Centro Storico,12.469929,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.543294782270004
IV Tiburtina,12.537945806980131,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,3.58351893845611
I Centro Storico,12.470338,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,4.736198448394496
I Centro Storico,12.4689733,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.983606621708336
VI Roma delle Torri,12.673669941723348,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.04305126783455
I Centro Storico,12.454538443295364,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.19295685089021
II Parioli/Nomentano,12.4747867,Entire rental unit,Entire home/apt,8,2.5,3.0,3.0,False,5.204006687076795
X Ostia/Acilia,12.28503,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.025351690735149
VII San Giovanni/Cinecittà,12.52336360817957,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.382026634673881
V Prenestino/Centocelle,12.5423191,Entire condo,Entire home/apt,6,1.5,2.0,7.0,False,4.5217885770490405
II Parioli/Nomentano,12.4747867,Entire rental unit,Entire home/apt,7,2.0,3.0,3.0,False,4.867534450455582
V Prenestino/Centocelle,12.5304548,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.382026634673881
II Parioli/Nomentano,12.4714334,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,5.1179938124167546
I Centro Storico,12.4900311,Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,False,5.236441962829949
I Centro Storico,12.477653639850155,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.762051382780177
I Centro Storico,12.4658202,Entire condo,Entire home/apt,5,2.0,3.0,4.0,False,5.918893854273146
I Centro Storico,12.4793612,Entire condo,Entire home/apt,2,1.5,1.0,1.0,False,4.859812404361672
I Centro Storico,12.4639027,Entire rental unit,Entire home/apt,7,2.0,2.0,4.0,False,5.598421958998374
I Centro Storico,12.461708552060342,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.356708826689592
I Centro Storico,12.462451697514432,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.356708826689592
I Centro Storico,12.5105811,Entire home,Entire home/apt,5,1.5,2.0,3.0,False,4.382026634673881
I Centro Storico,12.468197090430117,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,5.135798437050261
IV Tiburtina,12.537151193172564,Private room in rental unit,Private room,3,1.0,1.0,2.0,True,3.58351893845611
I Centro Storico,12.4900311,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,False,5.921578419643815
I Centro Storico,12.4621905,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,False,5.497168225293201
XIV Monte Mario,12.443944436397372,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,False,4.77912349311153
VII San Giovanni/Cinecittà,12.509628051948454,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.795790545596741
I Centro Storico,12.472618413775322,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.225746673713201
I Centro Storico,12.5036629,Entire rental unit,Entire home/apt,8,3.0,2.0,5.0,False,5.41610040220442
II Parioli/Nomentano,12.527053423682007,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.543294782270004
XIII Aurelia,12.458023078919966,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.093750200806762
XIV Monte Mario,12.42357,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.51085950651685
I Centro Storico,12.4806877,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,6.677083461247135
X Ostia/Acilia,12.28926,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,False,3.988984046564274
I Centro Storico,12.505521705279524,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.454347296253507
I Centro Storico,12.452420728826922,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,False,4.700480365792416
I Centro Storico,12.4989472,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.77912349311153
V Prenestino/Centocelle,12.529646,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.418840607796597
