neighbourhood_cleansed,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bathrooms_shared,logprice
II Parioli/Nomentano,12.5099,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,False,5.075173815233827
I Centro Storico,12.47296905517578,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.056245805348308
I Centro Storico,12.45918,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,4.787491742782046
XII Monte Verde,12.46547,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,False,4.828313737302301
X Ostia/Acilia,12.26952,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.007333185232471
I Centro Storico,12.471242343360023,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,False,5.1179938124167546
I Centro Storico,12.501636,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.77912349311153
VII San Giovanni/Cinecittà,12.52577,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.859812404361672
XIV Monte Mario,12.4246,Entire condo,Entire home/apt,2,1.0,1.0,0.0,False,4.584967478670571
X Ostia/Acilia,12.275336,Entire condo,Entire home/apt,6,2.0,2.0,5.0,False,4.7535901911063645
I Centro Storico,12.46702,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.795790545596741
I Centro Storico,12.48315,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,False,8.517193191416236
I Centro Storico,12.49193,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.820281565605037
I Centro Storico,12.47045,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.955827057601261
II Parioli/Nomentano,12.51536,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,4.812184355372417
I Centro Storico,12.48817,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,6.8243736700430855
I Centro Storico,12.47204,Entire serviced apartment,Entire home/apt,12,5.0,5.0,7.0,False,7.025538314638521
I Centro Storico,12.49532,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.099866427824198
XV Cassia/Flaminia,12.2961,Entire home,Entire home/apt,6,1.0,2.0,4.0,False,4.31748811353631
I Centro Storico,12.46954,Entire rental unit,Entire home/apt,7,2.0,3.0,6.0,False,5.683579767338681
V Prenestino/Centocelle,12.5468,Private room in villa,Private room,1,1.0,1.0,1.0,True,4.2484952420493585
I Centro Storico,12.477,Entire condo,Entire home/apt,5,1.0,2.0,2.0,False,5.247024072160486
I Centro Storico,12.50428,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.060443010546419
VII San Giovanni/Cinecittà,12.51563,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,False,4.787491742782046
I Centro Storico,12.45031,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,False,5.407171771460119
VII San Giovanni/Cinecittà,12.51562,Private room in serviced apartment,Private room,1,1.0,1.0,1.0,False,4.543294782270004
V Prenestino/Centocelle,12.5393,Entire condo,Entire home/apt,3,1.0,1.0,1.0,False,3.912023005428146
I Centro Storico,12.463711,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.147494476813453
I Centro Storico,12.49761,Entire serviced apartment,Entire home/apt,4,1.5,1.0,1.0,False,4.941642422609304
I Centro Storico,12.51151,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,False,4.382026634673881
II Parioli/Nomentano,12.52193,Private room in vacation home,Private room,2,1.0,1.0,1.0,False,4.663439094112067
I Centro Storico,12.476916,Entire loft,Entire home/apt,4,1.0,1.0,2.0,False,4.962844630259907
VIII Appia Antica,12.48682,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.2484952420493585
I Centro Storico,12.47293,Entire condo,Entire home/apt,4,1.0,0.0,2.0,False,5.472270673671474
I Centro Storico,12.48195,Entire condo,Entire home/apt,2,1.5,1.0,1.0,False,5.8805329864007
I Centro Storico,12.476911090499472,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,5.736572297479192
I Centro Storico,12.46249,Entire condo,Entire home/apt,6,2.0,2.0,4.0,False,5.303304908059076
I Centro Storico,12.500213328467169,Entire rental unit,Entire home/apt,10,4.0,4.0,6.0,False,5.976350909297934
I Centro Storico,12.45475,Entire vacation home,Entire home/apt,2,1.0,1.0,1.0,False,4.787491742782046
I Centro Storico,12.45146,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,5.365976015021851
I Centro Storico,12.48976,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.875197323201151
I Centro Storico,12.466641,Room in aparthotel,Private room,3,1.0,1.0,2.0,False,4.77912349311153
XIV Monte Mario,12.420405,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.61512051684126
II Parioli/Nomentano,12.48517,Entire loft,Entire home/apt,2,1.0,1.0,2.0,False,4.394449154672438
I Centro Storico,12.476984473876657,Entire condo,Entire home/apt,8,2.0,2.0,4.0,False,5.545177444479562
I Centro Storico,12.496602058410645,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.6443908991413725
II Parioli/Nomentano,12.49814,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.532599493153255
II Parioli/Nomentano,12.50072,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,3.8712010109078907
VIII Appia Antica,12.48529,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,3.988984046564274
I Centro Storico,12.500719,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.430816798843313
I Centro Storico,12.47477,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.6913478822291435
I Centro Storico,12.47588,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.0943445622221
VIII Appia Antica,12.49848,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.442651256490317
I Centro Storico,12.46957015991211,Entire condo,Entire home/apt,7,2.0,2.0,3.0,False,5.5012582105447265
VIII Appia Antica,12.48566,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.025351690735149
I Centro Storico,12.45761,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.574710978503383
I Centro Storico,12.49046,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,False,5.111987788356543
I Centro Storico,12.487695,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.828313737302301
I Centro Storico,12.47339,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.700480365792416
I Centro Storico,12.502636,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.969813299576001
I Centro Storico,12.500692,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.430816798843313
I Centro Storico,12.477669715881348,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.7535901911063645
VII San Giovanni/Cinecittà,12.52764,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.3694478524670215
XI Arvalia/Portuense,12.47367,Private room in condo,Private room,1,1.0,0.0,1.0,True,4.2484952420493585
I Centro Storico,12.4744,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.700480365792416
I Centro Storico,12.47309,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.327876168789581
I Centro Storico,12.46282,Entire rental unit,Entire home/apt,15,6.0,6.0,14.0,False,6.620073206530356
VIII Appia Antica,12.48372,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.0943445622221
X Ostia/Acilia,12.269018173217772,Entire condo,Entire home/apt,6,1.0,2.0,6.0,False,4.23410650459726
I Centro Storico,12.45984,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.075173815233827
I Centro Storico,12.48396,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.641907070938114
V Prenestino/Centocelle,12.571986,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,4.406719247264253
I Centro Storico,12.469363,Entire condo,Entire home/apt,2,1.0,1.0,3.0,False,4.7535901911063645
I Centro Storico,12.48351,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.990432586778736
I Centro Storico,12.46628,Entire condo,Entire home/apt,4,2.0,2.0,3.0,False,6.07993319509559
I Centro Storico,12.462085,Entire place,Entire home/apt,3,1.0,1.0,2.0,False,4.59511985013459
I Centro Storico,12.49402,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,5.1298987149230735
I Centro Storico,12.47109,Entire serviced apartment,Entire home/apt,4,2.0,2.0,2.0,False,6.42648845745769
I Centro Storico,12.479117,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.153291594497778
X Ostia/Acilia,12.29095,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,4.31748811353631
I Centro Storico,12.50082,Private room in tiny home,Private room,3,1.0,1.0,2.0,True,4.499809670330265
I Centro Storico,12.47605,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,False,5.3706380281276624
I Centro Storico,12.469887,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.552959584921617
XIII Aurelia,12.45414924621582,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.672828834461906
XIII Aurelia,12.45414924621582,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.61512051684126
I Centro Storico,12.500531,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.718498871295094
I Centro Storico,12.4791,Entire rental unit,Entire home/apt,4,3.0,1.0,1.0,False,6.366470447731437
I Centro Storico,12.500472,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.68213122712422
II Parioli/Nomentano,12.50212,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,4.736198448394496
I Centro Storico,12.48484,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.23410650459726
II Parioli/Nomentano,12.466340468218284,Entire condo,Entire home/apt,3,2.0,1.0,2.0,False,5.075173815233827
I Centro Storico,12.49635,Entire condo,Entire home/apt,6,2.0,2.0,2.0,False,5.288267030694535
II Parioli/Nomentano,12.49629,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.532599493153255
X Ostia/Acilia,12.29272,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.382026634673881
V Prenestino/Centocelle,12.524898,Entire loft,Entire home/apt,2,1.0,1.0,2.0,False,4.955827057601261
I Centro Storico,12.46142,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,5.484796933490655
I Centro Storico,12.47732,Entire condo,Entire home/apt,5,2.0,2.0,4.0,False,5.298317366548036
I Centro Storico,12.4711,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.77912349311153
XII Monte Verde,12.46549,Private room in rental unit,Private room,1,2.5,1.0,1.0,True,3.8918202981106265
I Centro Storico,12.466641,Room in aparthotel,Private room,2,1.0,1.0,1.0,False,4.68213122712422
II Parioli/Nomentano,12.47382,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.394449154672438
XII Monte Verde,12.46867,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.718498871295094
I Centro Storico,12.4713,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,5.638354669333745
I Centro Storico,12.5068,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.61512051684126
I Centro Storico,12.466641,Room in aparthotel,Private room,2,1.0,1.0,1.0,False,4.6913478822291435
I Centro Storico,12.483872,Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,False,5.961005339623274
I Centro Storico,12.48275,Entire condo,Entire home/apt,7,1.0,2.0,4.0,False,5.872117789475416
I Centro Storico,12.47556,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,False,5.141663556502659
I Centro Storico,12.466641,Room in aparthotel,Private room,3,1.0,1.0,2.0,False,4.844187086458591
I Centro Storico,12.4693,Entire condo,Entire home/apt,5,1.0,2.0,3.0,False,5.1179938124167546
I Centro Storico,12.501895,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.10594547390058
XII Monte Verde,12.46845,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.941642422609304
XV Cassia/Flaminia,12.342852,Entire guest suite,Entire home/apt,3,1.0,2.0,2.0,False,4.0943445622221
V Prenestino/Centocelle,12.51999,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.442651256490317
I Centro Storico,12.481879,Entire serviced apartment,Entire home/apt,4,2.0,1.0,2.0,False,6.20050917404269
II Parioli/Nomentano,12.516351147579826,Entire loft,Entire home/apt,3,1.0,1.0,2.0,False,4.23410650459726
VI Roma delle Torri,12.64967,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,4.700480365792416
I Centro Storico,12.46887,Entire rental unit,Entire home/apt,3,2.0,1.0,2.0,False,5.638354669333745
V Prenestino/Centocelle,12.533221,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,4.454347296253507
I Centro Storico,12.48493,Entire condo,Entire home/apt,5,1.0,1.0,2.0,False,5.488937726156686
I Centro Storico,12.44641,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,4.6913478822291435
V Prenestino/Centocelle,12.52014,Tiny home,Entire home/apt,3,1.0,1.0,1.0,False,4.382026634673881
I Centro Storico,12.47402,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,5.0689042022202315
I Centro Storico,12.453674,Entire loft,Entire home/apt,4,1.0,1.0,2.0,False,5.220355825078324
I Centro Storico,12.46863,Entire loft,Entire home/apt,4,1.0,1.0,2.0,False,4.897839799950911
I Centro Storico,12.453674,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.337538079701318
XIII Aurelia,12.44981,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.442651256490317
I Centro Storico,12.471758,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,4.997212273764115
VII San Giovanni/Cinecittà,12.5189,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.605170185988091
I Centro Storico,12.46803,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.828313737302301
II Parioli/Nomentano,12.47436,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.382026634673881
II Parioli/Nomentano,12.47606,Entire condo,Entire home/apt,2,1.0,1.0,0.0,False,5.0106352940962555
I Centro Storico,12.46702,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.897839799950911
I Centro Storico,12.4726,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,False,5.2094861528414205
XV Cassia/Flaminia,12.45012,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,3.3672958299864737
III Monte Sacro,12.53054,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.454347296253507
I Centro Storico,12.469968,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.3471075307174685
I Centro Storico,12.47678,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,5.141663556502659
I Centro Storico,12.47653,Room in boutique hotel,Private room,2,1.5,1.0,1.0,False,5.66988092298052
XIII Aurelia,12.44783,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,False,4.9344739331306915
I Centro Storico,12.488902620971205,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,5.19295685089021
I Centro Storico,12.49187,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.465908118654584
II Parioli/Nomentano,12.518567,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.48863636973214
VIII Appia Antica,12.48367,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,4.499809670330265
I Centro Storico,12.47452,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.6240175061873385
I Centro Storico,12.47383,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.6240175061873385
I Centro Storico,12.45377,Entire home,Entire home/apt,6,2.0,3.0,4.0,False,4.770684624465664
I Centro Storico,12.490523,Entire condo,Entire home/apt,5,3.0,3.0,4.0,False,5.703782474656201
I Centro Storico,12.450161,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,5.017279836814924
I Centro Storico,12.4679,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.859812404361672
I Centro Storico,12.47045,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.59511985013459
V Prenestino/Centocelle,12.533095,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.123963979403259
I Centro Storico,12.47486,Entire vacation home,Entire home/apt,4,1.0,1.0,2.0,False,5.2094861528414205
I Centro Storico,12.47624,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.382026634673881
II Parioli/Nomentano,12.51306,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.454347296253507
I Centro Storico,12.48329,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,5.602118820879701
I Centro Storico,12.48872,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.736198448394496
VII San Giovanni/Cinecittà,12.51823,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,4.499809670330265
I Centro Storico,12.501895,Entire condo,Entire home/apt,10,4.0,5.0,5.0,False,6.150602768446279
I Centro Storico,12.476988792419434,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,6.035481432524756
I Centro Storico,12.47286,Entire home,Entire home/apt,4,2.0,1.0,2.0,False,5.356586274672012
V Prenestino/Centocelle,12.53499,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,3.9702919135521215
II Parioli/Nomentano,12.48529,Entire villa,Entire home/apt,9,4.0,5.0,5.0,False,6.8243736700430855
XIII Aurelia,12.45424,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,5.521460917862246
I Centro Storico,12.46789,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.2626798770413155
I Centro Storico,12.46843,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.867534450455582
II Parioli/Nomentano,12.474787,Entire condo,Entire home/apt,9,3.0,4.0,7.0,False,5.98393628068719
I Centro Storico,12.4613,Entire condo,Entire home/apt,6,1.0,2.0,2.0,False,5.572154032177765
I Centro Storico,12.47531,Entire condo,Entire home/apt,4,1.5,1.0,1.0,False,4.844187086458591
I Centro Storico,12.49212,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,5.056245805348308
V Prenestino/Centocelle,12.539664,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.189654742026425
XIII Aurelia,12.43227,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.61512051684126
VII San Giovanni/Cinecittà,12.51944,Entire condo,Entire home/apt,4,1.0,1.0,1.0,False,5.602118820879701
VII San Giovanni/Cinecittà,12.52177,Private room in rental unit,Private room,2,1.0,1.0,0.0,False,3.784189633918261
XIV Monte Mario,12.4271112856099,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.007333185232471
XIII Aurelia,12.4425,Entire condo,Entire home/apt,7,3.0,3.0,7.0,False,5.5053315359323625
I Centro Storico,12.4939,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,5.231108616854587
I Centro Storico,12.47318,Entire condo,Entire home/apt,2,1.0,0.0,1.0,False,4.875197323201151
I Centro Storico,12.503574,Entire condo,Entire home/apt,7,4.0,3.0,4.0,False,5.1298987149230735
I Centro Storico,12.476043701171877,Entire condo,Entire home/apt,8,3.0,3.0,4.0,False,6.05443934626937
I Centro Storico,12.51206,Tiny home,Entire home/apt,2,1.0,1.0,1.0,False,4.343805421853684
VII San Giovanni/Cinecittà,12.523148,Entire condo,Entire home/apt,6,1.0,2.0,3.0,False,4.762173934797756
V Prenestino/Centocelle,12.530757,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.532599493153255
I Centro Storico,12.498561,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.828313737302301
I Centro Storico,12.50382,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.23410650459726
I Centro Storico,12.5017,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.477336814478206
XII Monte Verde,12.44736,Entire condo,Entire home/apt,5,2.0,2.0,3.0,False,4.983606621708336
I Centro Storico,12.48394,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.2626798770413155
XII Monte Verde,12.41915,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,3.6109179126442243
I Centro Storico,12.47028,Entire condo,Entire home/apt,6,2.0,2.0,4.0,False,5.857933154483459
I Centro Storico,12.49924,Entire vacation home,Entire home/apt,4,2.0,2.0,1.0,False,5.337538079701318
I Centro Storico,12.499654,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.081404364984463
I Centro Storico,12.47141,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.19295685089021
XI Arvalia/Portuense,12.472038,Private room in condo,Private room,1,1.0,1.0,1.0,True,4.2484952420493585
I Centro Storico,12.49898,Entire home,Entire home/apt,2,1.0,1.0,1.0,False,5.0106352940962555
I Centro Storico,12.49915,Entire vacation home,Entire home/apt,3,1.0,1.0,1.0,False,5.030437921392435
X Ostia/Acilia,12.27082,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.110873864173311
II Parioli/Nomentano,12.50944,Private room in serviced apartment,Private room,1,1.0,1.0,1.0,False,4.532599493153255
VII San Giovanni/Cinecittà,12.56351,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.90527477843843
II Parioli/Nomentano,12.50745,Private room in condo,Private room,3,1.0,1.0,2.0,False,4.700480365792416
I Centro Storico,12.49364,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,False,5.075173815233827
I Centro Storico,12.49297,Private room in bed and breakfast,Private room,9,3.0,3.0,8.0,False,6.863803391452954
I Centro Storico,12.47236,Entire condo,Entire home/apt,2,1.0,2.0,2.0,False,5.135798437050261
I Centro Storico,12.48062,Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,False,5.58724865840025
I Centro Storico,12.481995,Entire condo,Entire home/apt,3,1.0,2.0,2.0,False,5.365976015021851
X Ostia/Acilia,12.37118,Entire villa,Entire home/apt,6,4.0,3.0,3.0,False,5.41610040220442
VI Roma delle Torri,12.65836,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.382026634673881
I Centro Storico,12.46581,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,False,5.594711379601839
XII Monte Verde,12.45622,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.394449154672438
I Centro Storico,12.49061,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.323009979138408
VII San Giovanni/Cinecittà,12.5215,Entire condo,Entire home/apt,6,2.0,3.0,3.0,False,5.44673737166631
I Centro Storico,12.46581,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,False,5.541263545158426
I Centro Storico,12.46939,Entire condo,Entire home/apt,12,3.0,4.0,6.0,False,6.467698726104353
I Centro Storico,12.46581,Entire rental unit,Entire home/apt,6,2.0,2.0,1.0,False,5.730099782973574
I Centro Storico,12.48557,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.214935757608986
I Centro Storico,12.46581,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,False,5.645446897643238
I Centro Storico,12.46581,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,False,5.517452896464707
I Centro Storico,12.46926,Entire condo,Entire home/apt,14,4.0,5.0,7.0,False,6.559615237493242
I Centro Storico,12.46941,Entire condo,Entire home/apt,3,1.0,1.0,1.0,False,5.0106352940962555
II Parioli/Nomentano,12.51929,Entire condo,Entire home/apt,5,2.0,2.0,3.0,False,5.0106352940962555
I Centro Storico,12.48559,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.298317366548036
I Centro Storico,12.50447,Private room in condo,Private room,4,2.0,2.0,2.0,False,5.703782474656201
I Centro Storico,12.48573,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.262690188904886
XIII Aurelia,12.440564155578612,Entire home,Entire home/apt,2,1.0,1.0,2.0,False,4.382026634673881
I Centro Storico,12.446428,Entire condo,Entire home/apt,4,1.0,1.0,3.0,False,3.3672958299864737
X Ostia/Acilia,12.36941,Entire home,Entire home/apt,4,1.0,2.0,2.0,False,4.31748811353631
I Centro Storico,12.47546,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.272999558563747
I Centro Storico,12.47107,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.919980925828125
I Centro Storico,12.4708,Entire condo,Entire home/apt,3,1.0,1.0,1.0,False,9.21024036697585
I Centro Storico,12.48543,Private room in condo,Private room,2,1.0,1.0,1.0,False,4.2626798770413155
I Centro Storico,12.48753,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.262690188904886
I Centro Storico,12.49589,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,5.214935757608986
I Centro Storico,12.48726,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.267858159063328
I Centro Storico,12.46059,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.867534450455582
I Centro Storico,12.48693,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.298317366548036
I Centro Storico,12.49335,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.795790545596741
I Centro Storico,12.48137,Entire condo,Entire home/apt,4,2.0,2.0,3.0,False,5.293304824724492
XIII Aurelia,12.45237,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,4.553876891600541
I Centro Storico,12.48595,Room in boutique hotel,Private room,4,2.0,2.0,2.0,False,6.008813185442595
XIII Aurelia,12.452272992157814,Entire condo,Entire home/apt,3,1.0,1.0,3.0,False,4.74493212836325
I Centro Storico,12.4564,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.897839799950911
I Centro Storico,12.48929,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.584967478670571
I Centro Storico,12.47122,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.718498871295094
I Centro Storico,12.49899673461914,Entire rental unit,Entire home/apt,16,3.5,5.0,10.0,False,6.398594934535208
X Ostia/Acilia,12.37405,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,4.700480365792416
I Centro Storico,12.47435,Entire condo,Entire home/apt,4,1.0,2.0,4.0,False,5.030437921392435
XII Monte Verde,12.42455,Entire condo,Entire home/apt,2,1.0,0.0,1.0,False,4.795790545596741
I Centro Storico,12.4782,Entire condo,Entire home/apt,4,2.0,2.0,4.0,False,5.549076084895219
VII San Giovanni/Cinecittà,12.5015,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.584967478670571
II Parioli/Nomentano,12.47339,Entire condo,Entire home/apt,4,2.0,2.0,2.0,False,5.293304824724492
XII Monte Verde,12.46718,Entire condo,Entire home/apt,5,2.0,2.0,2.0,False,5.236441962829949
VIII Appia Antica,12.48046,Entire condo,Entire home/apt,4,1.0,1.0,3.0,False,4.68213122712422
I Centro Storico,12.460194,Entire condo,Entire home/apt,7,2.0,4.0,6.0,False,5.19295685089021
I Centro Storico,12.492709,Entire condo,Entire home/apt,2,1.0,1.0,2.0,False,4.23410650459726
I Centro Storico,12.46089,Entire serviced apartment,Entire home/apt,2,1.0,1.0,2.0,False,4.51085950651685
I Centro Storico,12.49744,Entire condo,Entire home/apt,5,2.0,2.0,4.0,False,3.912023005428146
I Centro Storico,12.48537,Entire condo,Entire home/apt,5,2.0,2.0,3.0,False,5.10594547390058
I Centro Storico,12.46014,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,True,4.804021044733257
I Centro Storico,12.48711,Entire serviced apartment,Entire home/apt,14,6.0,6.0,7.0,False,7.144407180321139
I Centro Storico,12.457741,Entire home,Entire home/apt,4,1.0,1.0,2.0,False,4.9126548857360515
I Centro Storico,12.462219,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,5.0106352940962555
I Centro Storico,12.474249,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.77912349311153
